Date,P30:credit/compress,P30:credit/mild,P30:credit/severe,P30:interest_rate/bear_steepen,P30:interest_rate/bull_flatten,P30:liquidity/stress,P90:credit/compress,P90:credit/mild,P90:credit/severe,P90:interest_rate/bear_steepen,P90:interest_rate/bull_flatten,P90:liquidity/stress
2015-07-13,0.079484,0.187741,0.028211,0.081279,0.040744,0.127474,0.220000,0.464100,0.082268,0.224556,0.117319,0.335745
2015-07-14,0.079484,0.194558,0.029478,0.081463,0.040646,0.127881,0.220000,0.477480,0.085851,0.225022,0.117049,0.336674
2015-07-15,0.079484,0.197951,0.030108,0.076762,0.043306,0.117639,0.220000,0.484056,0.087631,0.213061,0.124372,0.313027
2015-07-16,0.079484,0.193187,0.029223,0.072367,0.046139,0.108351,0.220000,0.474808,0.085132,0.201770,0.132129,0.291106
2015-07-17,0.079484,0.199448,0.030386,0.068208,0.049195,0.099814,0.220000,0.486940,0.088416,0.190986,0.140444,0.270548
2015-07-20,0.079484,0.200154,0.030517,0.069934,0.047878,0.103327,0.220000,0.488295,0.088785,0.195472,0.136868,0.279054
2015-07-21,0.079484,0.226344,0.035361,0.065849,0.051121,0.095077,0.220000,0.536934,0.102375,0.184823,0.145657,0.258971
2015-07-22,0.079484,0.256898,0.040925,0.058159,0.058621,0.080177,0.220000,0.589659,0.117819,0.164525,0.165756,0.221761
2015-07-23,0.079484,0.277786,0.044645,0.057112,0.059818,0.078213,0.220000,0.623299,0.128044,0.161737,0.168934,0.216765
2015-07-24,0.079484,0.321703,0.052162,0.057291,0.059610,0.078547,0.220000,0.687925,0.148466,0.162213,0.168383,0.217617
2015-07-27,0.079484,0.407003,0.065236,0.055049,0.062328,0.074385,0.220000,0.791475,0.183219,0.156222,0.175573,0.206967
2015-07-28,0.079484,0.390967,0.062953,0.057665,0.059179,0.079249,0.220000,0.774097,0.177218,0.163212,0.167239,0.219404
2015-07-29,0.079484,0.336257,0.054546,0.060435,0.056178,0.084503,0.220000,0.707584,0.154875,0.170569,0.159243,0.232690
2015-07-30,0.079484,0.306846,0.049671,0.056769,0.060221,0.077573,0.220000,0.666966,0.141733,0.160823,0.170001,0.215133
2015-07-31,0.079484,0.368902,0.059673,0.053304,0.064623,0.071195,0.220000,0.748644,0.168550,0.151541,0.181610,0.198739
2015-08-04,0.079484,0.381182,0.061517,0.049127,0.070875,0.063728,0.220000,0.763032,0.173432,0.140259,0.197912,0.179260
2015-08-05,0.079484,0.325966,0.052866,0.056282,0.060803,0.076666,0.220000,0.693771,0.150362,0.159522,0.171543,0.212816
2015-08-06,0.079484,0.384096,0.061948,0.052791,0.065331,0.070263,0.220000,0.766364,0.174569,0.150159,0.183468,0.196326
2015-08-07,0.079484,0.415196,0.073452,0.045311,0.077750,0.057126,0.220000,0.800000,0.204566,0.129867,0.215585,0.161774
2015-08-10,0.079484,0.415196,0.074554,0.051943,0.066535,0.068735,0.220000,0.800000,0.207402,0.147875,0.186618,0.192355
2015-08-11,0.079484,0.415196,0.092789,0.047632,0.073418,0.061117,0.220000,0.800000,0.253337,0.136198,0.204478,0.172375
2015-08-12,0.079484,0.415196,0.114445,0.047773,0.073171,0.061362,0.220000,0.800000,0.305542,0.136581,0.203842,0.173021
2015-08-13,0.079484,0.415196,0.095253,0.047912,0.072929,0.061603,0.220000,0.800000,0.259403,0.136958,0.203219,0.173657
2015-08-14,0.079484,0.415196,0.079005,0.048054,0.072683,0.061850,0.220000,0.800000,0.218782,0.137344,0.202583,0.174311
2015-08-17,0.079484,0.415196,0.083532,0.044962,0.078446,0.056532,0.220000,0.800000,0.230247,0.128912,0.217360,0.160190
2015-08-18,0.079484,0.415196,0.080212,0.047078,0.074407,0.060158,0.220000,0.800000,0.221849,0.134691,0.207023,0.169835
2015-08-19,0.079484,0.415196,0.099100,0.046168,0.076092,0.058591,0.220000,0.800000,0.268811,0.132209,0.211345,0.165675
2015-08-20,0.079484,0.415196,0.110215,0.041380,0.086380,0.050546,0.220000,0.800000,0.295543,0.119075,0.237401,0.144102
2015-08-21,0.079484,0.415196,0.134070,0.042467,0.083810,0.052342,0.220000,0.800000,0.350696,0.122066,0.230946,0.148949
2015-08-24,0.079484,0.415196,0.212263,0.043578,0.081334,0.054196,0.220000,0.800000,0.511185,0.125119,0.224694,0.153936
2015-08-25,0.079484,0.415196,0.147526,0.046813,0.074890,0.059700,0.220000,0.800000,0.380497,0.133968,0.208264,0.168622
2015-08-26,0.079484,0.415196,0.143990,0.053946,0.063759,0.072363,0.220000,0.800000,0.372755,0.153265,0.179341,0.201759
2015-08-27,0.079484,0.415196,0.111875,0.052867,0.065225,0.070402,0.220000,0.800000,0.299476,0.150365,0.183189,0.196685
2015-08-28,0.079484,0.415196,0.095080,0.049426,0.070387,0.064255,0.220000,0.800000,0.258979,0.141070,0.196647,0.180644
2015-08-31,0.079484,0.415196,0.090768,0.049570,0.070155,0.064509,0.220000,0.800000,0.248335,0.141460,0.196045,0.181310
2015-09-01,0.079484,0.415196,0.101312,0.049716,0.069920,0.064767,0.220000,0.800000,0.274185,0.141857,0.195436,0.181988
2015-09-02,0.079484,0.415196,0.089546,0.051082,0.067804,0.067192,0.220000,0.800000,0.245302,0.145552,0.189931,0.188336
2015-09-03,0.079484,0.415196,0.081474,0.049999,0.069471,0.065267,0.220000,0.800000,0.225048,0.142623,0.194270,0.183300
2015-09-04,0.079484,0.415196,0.083761,0.044323,0.079753,0.055450,0.220000,0.800000,0.230822,0.127162,0.220686,0.157297
2015-09-08,0.079484,0.415196,0.069506,0.049194,0.070766,0.063846,0.220000,0.800000,0.194361,0.140440,0.197629,0.179568
2015-09-09,0.079484,0.403381,0.064728,0.049339,0.070529,0.064101,0.220000,0.787631,0.181886,0.140834,0.197015,0.180240
2015-09-10,0.079484,0.391785,0.063071,0.052100,0.066309,0.069016,0.220000,0.775006,0.177530,0.148297,0.186028,0.193088
2015-09-11,0.079484,0.404728,0.064917,0.053649,0.064156,0.071821,0.220000,0.789066,0.182383,0.152466,0.180385,0.200359
2015-09-14,0.079484,0.397054,0.063829,0.048458,0.071990,0.062557,0.220000,0.780802,0.179526,0.138444,0.200796,0.176175
2015-09-15,0.079484,0.340831,0.055284,0.049903,0.069623,0.065097,0.220000,0.713589,0.156851,0.142363,0.194664,0.182854
2015-09-16,0.079484,0.355007,0.057530,0.052805,0.065312,0.070288,0.220000,0.731673,0.162851,0.150196,0.183418,0.196390
2015-09-17,0.079484,0.402047,0.064540,0.057456,0.059419,0.078857,0.220000,0.786203,0.181392,0.162655,0.167875,0.218407
2015-09-18,0.079484,0.415196,0.069863,0.047659,0.073371,0.061163,0.220000,0.800000,0.195288,0.136270,0.204359,0.172495
2015-09-21,0.079484,0.414877,0.066326,0.053325,0.064595,0.071232,0.220000,0.799673,0.186073,0.151596,0.181536,0.198835
2015-09-22,0.079484,0.415196,0.085026,0.049248,0.070677,0.063941,0.220000,0.800000,0.234006,0.140587,0.197398,0.179820
2015-09-23,0.079484,0.415196,0.086161,0.050785,0.068254,0.066662,0.220000,0.800000,0.236851,0.144748,0.191103,0.186951
2015-09-24,0.079484,0.415196,0.107747,0.050942,0.068015,0.066943,0.220000,0.800000,0.289664,0.145174,0.190481,0.187684
2015-09-25,0.079484,0.415196,0.105046,0.052564,0.065649,0.069853,0.220000,0.800000,0.283193,0.149548,0.184301,0.195261
2015-09-28,0.079484,0.415196,0.170266,0.047075,0.074412,0.060153,0.220000,0.800000,0.428762,0.134682,0.207038,0.169821
2015-09-29,0.079484,0.415196,0.207874,0.044530,0.079325,0.055801,0.220000,0.800000,0.502969,0.127730,0.219596,0.158235
2015-09-30,0.079484,0.415196,0.205583,0.045951,0.076505,0.058219,0.220000,0.800000,0.498646,0.131617,0.212403,0.164686
2015-10-01,0.079484,0.415196,0.209954,0.044797,0.078780,0.056252,0.220000,0.800000,0.506875,0.128459,0.218211,0.159440
2015-10-02,0.079484,0.415196,0.240998,0.044933,0.078505,0.056482,0.220000,0.800000,0.562751,0.128832,0.217510,0.160057
2015-10-05,0.079484,0.415196,0.163593,0.052082,0.066335,0.068984,0.220000,0.800000,0.414869,0.148250,0.186095,0.193005
2015-10-07,0.079484,0.415196,0.099433,0.047996,0.072783,0.061749,0.220000,0.800000,0.269622,0.137187,0.202842,0.174045
2015-10-08,0.079484,0.415196,0.087976,0.054205,0.063417,0.072836,0.220000,0.800000,0.241388,0.153960,0.178442,0.202980
2015-10-09,0.079484,0.415196,0.073692,0.054391,0.063174,0.073177,0.220000,0.800000,0.205185,0.154459,0.177802,0.203857
2015-10-13,0.079484,0.415196,0.077378,0.046999,0.074551,0.060020,0.220000,0.800000,0.214636,0.134474,0.207394,0.169470
2015-10-14,0.079484,0.415196,0.082997,0.047123,0.074326,0.060235,0.220000,0.800000,0.228897,0.134812,0.206817,0.170038
2015-10-15,0.079484,0.415196,0.074874,0.048741,0.071514,0.063052,0.220000,0.800000,0.208224,0.139213,0.199565,0.177479
2015-10-16,0.079484,0.413297,0.066109,0.048884,0.071276,0.063303,0.220000,0.798045,0.185505,0.139601,0.198948,0.178140
2015-10-19,0.079484,0.396524,0.063754,0.049026,0.071041,0.063551,0.220000,0.780224,0.179326,0.139986,0.198341,0.178795
2015-10-20,0.079484,0.343512,0.055713,0.047624,0.073432,0.061103,0.220000,0.717069,0.158000,0.136176,0.204515,0.172337
2015-10-21,0.079484,0.329440,0.053437,0.044787,0.078800,0.056235,0.220000,0.698482,0.151897,0.128432,0.218262,0.159396
2015-10-22,0.079484,0.321588,0.052143,0.049495,0.070275,0.064377,0.220000,0.687766,0.148414,0.141258,0.196356,0.180965
2015-10-23,0.079484,0.269961,0.043261,0.049639,0.070045,0.064630,0.220000,0.610920,0.124249,0.141646,0.195759,0.181628
2015-10-26,0.079484,0.264833,0.042348,0.046590,0.075302,0.059315,0.220000,0.602664,0.121739,0.133359,0.209322,0.167599
2015-10-27,0.079484,0.284214,0.045772,0.045177,0.078017,0.056897,0.220000,0.633267,0.131128,0.129499,0.216265,0.161163
2015-10-28,0.079484,0.253704,0.040350,0.040925,0.087506,0.049798,0.220000,0.584345,0.116230,0.117819,0.240215,0.142079
2015-10-29,0.079484,0.231020,0.036220,0.051958,0.066513,0.068762,0.220000,0.545279,0.104772,0.147916,0.186561,0.192426
2015-10-30,0.079484,0.227540,0.035581,0.047027,0.074500,0.060069,0.220000,0.539077,0.102989,0.134551,0.207262,0.169600
2015-11-02,0.079484,0.217789,0.033784,0.050659,0.068445,0.066438,0.220000,0.521400,0.097965,0.144409,0.191603,0.186366
2015-11-03,0.079484,0.200802,0.030637,0.050815,0.068207,0.066716,0.220000,0.489539,0.089124,0.144831,0.190982,0.187093
2015-11-04,0.079484,0.189212,0.028485,0.047467,0.073711,0.060830,0.220000,0.467007,0.083043,0.135747,0.205233,0.171614
2015-11-05,0.079484,0.191485,0.028907,0.047591,0.073491,0.061046,0.220000,0.471476,0.084237,0.136086,0.204666,0.172184
2015-11-06,0.079484,0.187643,0.028193,0.053233,0.064721,0.071064,0.220000,0.463907,0.082217,0.151348,0.181867,0.198401
2015-11-10,0.079484,0.210593,0.032453,0.055595,0.061643,0.075393,0.220000,0.508071,0.094233,0.157685,0.173764,0.209555
2015-11-12,0.079484,0.229097,0.035867,0.051742,0.066826,0.068374,0.220000,0.541860,0.103788,0.147334,0.187380,0.191417
2015-11-13,0.079484,0.251492,0.039950,0.049987,0.069491,0.065245,0.220000,0.580638,0.115126,0.142589,0.194321,0.183242
2015-11-16,0.079484,0.255498,0.040673,0.044701,0.078975,0.056090,0.220000,0.587336,0.117124,0.128198,0.218706,0.159007
2015-11-17,0.079484,0.230960,0.036209,0.044829,0.078714,0.056307,0.220000,0.545173,0.104741,0.128549,0.218042,0.159588
2015-11-18,0.079484,0.236849,0.037287,0.041686,0.085641,0.051050,0.220000,0.555541,0.107743,0.119918,0.235547,0.145464
2015-11-19,0.079484,0.240098,0.037881,0.035955,0.101993,0.041846,0.220000,0.561193,0.109392,0.104034,0.275832,0.120358
2015-11-20,0.079484,0.243785,0.038552,0.036090,0.101536,0.042057,0.220000,0.567549,0.111255,0.104411,0.274726,0.120940
2015-11-23,0.079484,0.245796,0.038918,0.033619,0.110588,0.038242,0.220000,0.570991,0.112269,0.097505,0.296427,0.110395
2015-11-24,0.079484,0.260233,0.041524,0.033804,0.109856,0.038524,0.220000,0.595158,0.119471,0.098023,0.294688,0.111177
2015-11-25,0.079484,0.250315,0.039737,0.032748,0.114174,0.036921,0.220000,0.578657,0.114537,0.095063,0.304902,0.106723
2015-11-27,0.079484,0.246432,0.039033,0.033014,0.113057,0.037322,0.220000,0.572076,0.112589,0.095808,0.302269,0.107839
2015-12-01,0.079484,0.237900,0.037479,0.026852,0.146219,0.028313,0.220000,0.557374,0.108277,0.078412,0.377643,0.082556
2015-12-02,0.079484,0.234095,0.036784,0.027115,0.144413,0.028684,0.220000,0.550712,0.106341,0.079159,0.373686,0.083607
2015-12-03,0.079484,0.223051,0.034755,0.044013,0.080402,0.054928,0.220000,0.530996,0.100682,0.126314,0.222333,0.155899
2015-12-04,0.079484,0.227864,0.035640,0.036708,0.099499,0.043026,0.220000,0.539657,0.103155,0.106131,0.269783,0.123604
2015-12-07,0.079484,0.252898,0.040204,0.033049,0.112912,0.037375,0.220000,0.582996,0.115828,0.095905,0.301927,0.107986
2015-12-08,0.079484,0.289709,0.046730,0.034445,0.107389,0.039507,0.220000,0.641649,0.133740,0.099818,0.288807,0.113899
2015-12-09,0.079484,0.307967,0.049860,0.033402,0.111462,0.037911,0.220000,0.668578,0.142247,0.096896,0.298499,0.109476
2015-12-11,0.079484,0.415196,0.073746,0.029298,0.130981,0.031810,0.220000,0.800000,0.205323,0.085343,0.343722,0.092428
2015-12-14,0.079484,0.415196,0.092770,0.030593,0.124126,0.033705,0.220000,0.800000,0.253290,0.088999,0.328068,0.097745
2015-12-15,0.079484,0.415196,0.075886,0.035500,0.103562,0.041137,0.220000,0.800000,0.210818,0.102764,0.279622,0.118403
2015-12-16,0.079484,0.414676,0.066299,0.033231,0.112160,0.037651,0.220000,0.799465,0.186001,0.096416,0.300152,0.108753
2015-12-17,0.079484,0.412463,0.065994,0.029041,0.132429,0.031439,0.220000,0.797182,0.185204,0.084618,0.346996,0.091382
2015-12-18,0.079484,0.415196,0.075304,0.027246,0.143527,0.028870,0.220000,0.800000,0.209327,0.079532,0.371738,0.084133
2015-12-21,0.079484,0.415196,0.078112,0.029341,0.130737,0.031874,0.220000,0.800000,0.216508,0.085467,0.343170,0.092606
2015-12-22,0.079484,0.415196,0.068913,0.030507,0.124560,0.033578,0.220000,0.800000,0.192821,0.088756,0.329066,0.097389
2015-12-23,0.079484,0.392214,0.063133,0.031758,0.118542,0.035433,0.220000,0.775482,0.177694,0.092280,0.315136,0.102578
2015-12-24,0.079484,0.382742,0.061748,0.027837,0.139677,0.029709,0.220000,0.764820,0.174042,0.081207,0.363226,0.086504
2015-12-29,0.079484,0.334955,0.054335,0.029216,0.131437,0.031692,0.220000,0.705861,0.154310,0.085113,0.344755,0.092095
2015-12-30,0.079484,0.317399,0.051446,0.029367,0.130596,0.031911,0.220000,0.681945,0.146534,0.085538,0.342849,0.092710
2015-12-31,0.079484,0.322146,0.052236,0.027597,0.141214,0.029367,0.220000,0.688536,0.148664,0.080528,0.366634,0.085540
2016-01-04,0.079484,0.347126,0.056288,0.028699,0.134412,0.030944,0.220000,0.721716,0.159538,0.083649,0.351464,0.089990
2016-01-05,0.079484,0.327130,0.053058,0.027944,0.138997,0.029862,0.220000,0.695355,0.150878,0.081512,0.361716,0.086938
2016-01-06,0.079484,0.347556,0.056356,0.026278,0.150321,0.027508,0.220000,0.722265,0.159720,0.076780,0.386570,0.080274
2016-01-07,0.079484,0.380865,0.061470,0.027345,0.142869,0.029009,0.220000,0.762668,0.173308,0.079812,0.370288,0.084528
2016-01-08,0.079484,0.395894,0.063663,0.026670,0.147496,0.028057,0.220000,0.779535,0.179089,0.077894,0.380431,0.081831
2016-01-11,0.079484,0.415196,0.067215,0.030506,0.124562,0.033577,0.220000,0.800000,0.188396,0.088755,0.329072,0.097387
2016-01-12,0.079484,0.415196,0.072626,0.026884,0.145997,0.028358,0.220000,0.800000,0.202437,0.078503,0.377157,0.082684
2016-01-13,0.079484,0.415196,0.075685,0.025351,0.157451,0.026221,0.220000,0.800000,0.210305,0.074142,0.401884,0.076618
2016-01-14,0.079484,0.415196,0.086582,0.027991,0.138706,0.029928,0.220000,0.800000,0.237905,0.081644,0.361068,0.087125
2016-01-15,0.079484,0.415196,0.117038,0.026346,0.149824,0.027603,0.220000,0.800000,0.311624,0.076973,0.385492,0.080543
2016-01-19,0.079484,0.415196,0.113762,0.026392,0.149487,0.027667,0.220000,0.800000,0.303934,0.077105,0.384763,0.080727
2016-01-20,0.079484,0.415196,0.168196,0.024792,0.162087,0.025452,0.220000,0.800000,0.424476,0.072549,0.411703,0.074430
2016-01-21,0.079484,0.415196,0.146316,0.026566,0.148236,0.027911,0.220000,0.800000,0.377855,0.077598,0.382044,0.081417
2016-01-22,0.079484,0.415196,0.113879,0.027564,0.141431,0.029320,0.220000,0.800000,0.304208,0.080433,0.367114,0.085406
2016-01-25,0.079484,0.415196,0.114608,0.024469,0.164895,0.025011,0.220000,0.800000,0.305925,0.071626,0.417597,0.073171
2016-01-26,0.079484,0.415196,0.112007,0.025440,0.156739,0.026343,0.220000,0.800000,0.299790,0.074395,0.400365,0.076967
2016-01-27,0.079484,0.415196,0.107884,0.027258,0.143448,0.028886,0.220000,0.800000,0.289991,0.079565,0.371565,0.084180
2016-01-28,0.079484,0.415196,0.105094,0.026616,0.147875,0.027982,0.220000,0.800000,0.283308,0.077742,0.381258,0.081618
2016-01-29,0.079484,0.415196,0.103457,0.027636,0.140961,0.029423,0.220000,0.800000,0.279369,0.080638,0.366075,0.085697
2016-02-01,0.079484,0.415196,0.098515,0.026215,0.150783,0.027420,0.220000,0.800000,0.267385,0.076602,0.387570,0.080026
2016-02-02,0.079484,0.415196,0.115804,0.023456,0.174366,0.023639,0.220000,0.800000,0.308733,0.068731,0.437188,0.069254
2016-02-03,0.079484,0.415196,0.119957,0.026757,0.146883,0.028179,0.220000,0.800000,0.318429,0.078141,0.379095,0.082177
2016-02-04,0.079484,0.415196,0.114928,0.027827,0.139737,0.029695,0.220000,0.800000,0.306676,0.081180,0.363361,0.086466
2016-02-05,0.079484,0.415196,0.117009,0.024244,0.166913,0.024704,0.220000,0.800000,0.311556,0.070982,0.421809,0.072295
2016-02-08,0.079484,0.415196,0.151267,0.022516,0.184186,0.022385,0.220000,0.800000,0.388617,0.066039,0.457033,0.065662
2016-02-09,0.079484,0.415196,0.159175,0.020398,0.211014,0.019623,0.220000,0.800000,0.405549,0.059954,0.508858,0.057721
2016-02-10,0.079484,0.415196,0.151645,0.018075,0.251407,0.016705,0.220000,0.800000,0.389435,0.053252,0.580495,0.049282
2016-02-11,0.079484,0.415196,0.186973,0.017979,0.253434,0.016586,0.220000,0.800000,0.462579,0.052973,0.583894,0.048938
2016-02-12,0.079484,0.415196,0.153286,0.020474,0.209916,0.019720,0.220000,0.800000,0.392971,0.060173,0.506804,0.058002
2016-02-16,0.079484,0.415196,0.124129,0.021389,0.197540,0.020903,0.220000,0.800000,0.328076,0.062804,0.483263,0.061409
2016-02-17,0.079484,0.415196,0.102570,0.023543,0.173513,0.023756,0.220000,0.800000,0.277227,0.068979,0.435444,0.069588
2016-02-18,0.079484,0.415196,0.095341,0.022043,0.189563,0.021760,0.220000,0.800000,0.259621,0.064682,0.467699,0.063869
2016-02-19,0.079484,0.415196,0.092692,0.020186,0.214145,0.019351,0.220000,0.800000,0.253097,0.059343,0.514681,0.056938
2016-02-22,0.079484,0.415196,0.083041,0.020053,0.216154,0.019182,0.220000,0.800000,0.229009,0.058960,0.518394,0.056449
2016-02-23,0.079484,0.415196,0.081207,0.019934,0.217979,0.019031,0.220000,0.800000,0.224372,0.058619,0.521749,0.056014
2016-02-24,0.079484,0.415196,0.081413,0.021364,0.197865,0.020870,0.220000,0.800000,0.224895,0.062731,0.483889,0.061313
2016-02-25,0.079484,0.415196,0.076435,0.021192,0.200081,0.020647,0.220000,0.800000,0.212225,0.062237,0.488156,0.060671
2016-02-26,0.079484,0.389087,0.062679,0.020032,0.216481,0.019155,0.220000,0.771999,0.176498,0.058899,0.518996,0.056371
2016-03-01,0.079484,0.274868,0.044130,0.021807,0.192365,0.021450,0.220000,0.618714,0.126634,0.064005,0.473200,0.062979
2016-03-02,0.079484,0.244644,0.038709,0.022685,0.182338,0.022609,0.220000,0.569023,0.111689,0.066524,0.453334,0.066305
2016-03-03,0.079484,0.235783,0.037092,0.022466,0.184739,0.022318,0.220000,0.553676,0.107201,0.065896,0.458137,0.065472
2016-03-04,0.079484,0.208235,0.032016,0.023865,0.170413,0.024191,0.220000,0.503649,0.093005,0.069901,0.429067,0.070830
2016-03-07,0.079484,0.196962,0.029924,0.024153,0.167742,0.024580,0.220000,0.482144,0.087112,0.070722,0.423533,0.071942
2016-03-08,0.079484,0.202569,0.030965,0.021800,0.192447,0.021441,0.220000,0.492917,0.090048,0.063985,0.473361,0.062953
2016-03-09,0.079484,0.195406,0.029635,0.024758,0.162385,0.025405,0.220000,0.479129,0.086297,0.072449,0.412329,0.074294
2016-03-10,0.079484,0.178902,0.027411,0.025010,0.160250,0.025751,0.220000,0.446415,0.080000,0.073169,0.407824,0.075280
2016-03-11,0.079484,0.158844,0.027411,0.025847,0.153555,0.026907,0.220000,0.404846,0.080000,0.075554,0.393548,0.078569
2016-03-14,0.079484,0.145268,0.027411,0.025545,0.155907,0.026488,0.220000,0.375562,0.080000,0.074693,0.398589,0.077378
2016-03-16,0.079484,0.150527,0.027411,0.030430,0.124946,0.033466,0.220000,0.387017,0.080000,0.088542,0.329954,0.097075
2016-03-17,0.079484,0.140304,0.027411,0.028679,0.134526,0.030916,0.220000,0.364619,0.080000,0.083594,0.351721,0.089911
2016-03-18,0.079484,0.131295,0.027411,0.028883,0.133340,0.031209,0.220000,0.344434,0.080000,0.084169,0.349053,0.090736
2016-03-21,0.079484,0.124748,0.027411,0.029740,0.128559,0.032453,0.220000,0.329499,0.080000,0.086592,0.338220,0.094235
2016-03-22,0.079484,0.122407,0.027411,0.028681,0.134518,0.030918,0.220000,0.324105,0.080000,0.083598,0.351702,0.089917
2016-03-23,0.079484,0.125540,0.027411,0.027704,0.140522,0.029520,0.220000,0.331318,0.080000,0.080832,0.365101,0.085971
2016-03-24,0.079484,0.132238,0.027411,0.028541,0.135345,0.030717,0.220000,0.346566,0.080000,0.083203,0.353560,0.089350
2016-03-28,0.079484,0.134027,0.027411,0.027582,0.141316,0.029345,0.220000,0.350599,0.080000,0.080483,0.366859,0.085477
2016-03-29,0.079484,0.139494,0.027411,0.029639,0.129103,0.032307,0.220000,0.362821,0.080000,0.086307,0.339458,0.093822
2016-03-30,0.079484,0.132363,0.027411,0.032471,0.115364,0.036503,0.220000,0.346849,0.080000,0.094284,0.307701,0.105559
2016-03-31,0.079484,0.128554,0.027411,0.031318,0.120591,0.034778,0.220000,0.338209,0.080000,0.091042,0.319901,0.100747
2016-04-01,0.079484,0.126039,0.027411,0.030226,0.125992,0.033166,0.220000,0.332461,0.080000,0.087966,0.332353,0.096234
2016-04-04,0.079484,0.122856,0.027411,0.030439,0.124900,0.033479,0.220000,0.325141,0.080000,0.088567,0.329849,0.097112
2016-04-05,0.079484,0.127935,0.027411,0.029417,0.130316,0.031984,0.220000,0.336797,0.080000,0.085681,0.342214,0.092916
2016-04-06,0.079484,0.124032,0.027411,0.030867,0.122766,0.034109,0.220000,0.327852,0.080000,0.089772,0.324934,0.098877
2016-04-07,0.079484,0.128056,0.027411,0.029223,0.131397,0.031703,0.220000,0.337072,0.080000,0.085133,0.344664,0.092124
2016-04-08,0.079484,0.124500,0.027411,0.030657,0.123805,0.033799,0.220000,0.328928,0.080000,0.089180,0.327329,0.098010
2016-04-11,0.079484,0.120941,0.027411,0.031498,0.119742,0.035046,0.220000,0.320711,0.080000,0.091550,0.317928,0.101497
2016-04-12,0.079484,0.114087,0.027411,0.033001,0.113110,0.037303,0.220000,0.304698,0.080000,0.095772,0.302395,0.107786
2016-04-13,0.079484,0.105068,0.027411,0.031248,0.120923,0.034674,0.220000,0.283246,0.080000,0.090845,0.320669,0.100457
2016-04-14,0.079484,0.098225,0.027411,0.032084,0.117069,0.035921,0.220000,0.266678,0.080000,0.093196,0.311697,0.103937
2016-04-15,0.079484,0.098385,0.027411,0.031651,0.119034,0.035273,0.220000,0.267068,0.080000,0.091979,0.316282,0.102132
2016-04-18,0.079484,0.096448,0.027411,0.032498,0.115249,0.036543,0.220000,0.262334,0.080000,0.094359,0.307430,0.105670
2016-04-19,0.081580,0.088852,0.027411,0.032061,0.117172,0.035886,0.225316,0.243573,0.080000,0.093131,0.311936,0.103842
2016-04-20,0.088964,0.080841,0.027411,0.034228,0.108211,0.039173,0.243853,0.223445,0.080000,0.099211,0.290772,0.112976
2016-04-21,0.092430,0.077582,0.027411,0.035100,0.104981,0.040517,0.252450,0.215157,0.080000,0.101648,0.283036,0.116691
2016-04-22,0.094165,0.076053,0.027411,0.034594,0.106832,0.039735,0.256729,0.211248,0.080000,0.100233,0.287476,0.114532
2016-04-25,0.095160,0.075205,0.027411,0.035466,0.103682,0.041084,0.259176,0.209073,0.080000,0.102668,0.279911,0.118257
2016-04-26,0.098580,0.072437,0.027411,0.037073,0.098333,0.043602,0.267545,0.201949,0.080000,0.107147,0.266941,0.125185
2016-04-27,0.099250,0.071920,0.027411,0.034431,0.107442,0.039485,0.269177,0.200613,0.080000,0.099778,0.288934,0.113839
2016-04-28,0.102902,0.069235,0.027411,0.035987,0.101885,0.041896,0.278028,0.193656,0.080000,0.104122,0.275572,0.120495
2016-04-29,0.101893,0.069955,0.027411,0.036149,0.101339,0.042149,0.275590,0.195526,0.080000,0.104574,0.274250,0.121192
2016-05-02,0.105141,0.067692,0.027411,0.037830,0.096000,0.044801,0.283422,0.189639,0.080000,0.109250,0.261238,0.128471
2016-05-03,0.099645,0.071618,0.027411,0.036522,0.100104,0.042734,0.270138,0.199835,0.080000,0.105613,0.271252,0.122801
2016-05-04,0.096362,0.074206,0.027411,0.035266,0.104387,0.040774,0.262125,0.206508,0.080000,0.102112,0.281608,0.117402
2016-05-05,0.094526,0.075743,0.027411,0.035436,0.103787,0.041037,0.257618,0.210453,0.080000,0.102585,0.280163,0.118129
2016-05-06,0.091910,0.078053,0.027411,0.036310,0.100804,0.042400,0.251165,0.216358,0.080000,0.105021,0.272952,0.121884
2016-05-09,0.090995,0.078897,0.027411,0.036480,0.100242,0.042668,0.248898,0.218508,0.080000,0.105496,0.271588,0.122619
2016-05-10,0.093279,0.076826,0.027411,0.036651,0.099684,0.042936,0.254545,0.213226,0.080000,0.105972,0.270233,0.123357
2016-05-11,0.093883,0.076298,0.027411,0.032732,0.114242,0.036896,0.256035,0.211873,0.080000,0.095018,0.305063,0.106655
2016-05-12,0.096945,0.073733,0.027411,0.032934,0.113390,0.037201,0.263551,0.205289,0.080000,0.095584,0.303057,0.107503
2016-05-13,0.094436,0.075820,0.027411,0.030661,0.123783,0.033806,0.257396,0.210650,0.080000,0.089192,0.327279,0.098027
2016-05-16,0.099597,0.071655,0.027411,0.031484,0.119810,0.035025,0.270021,0.199929,0.080000,0.091509,0.318087,0.101437
2016-05-17,0.101240,0.070429,0.027411,0.030439,0.124904,0.033478,0.274009,0.196757,0.080000,0.088564,0.329859,0.097108
2016-05-18,0.106560,0.066752,0.027411,0.032473,0.115354,0.036506,0.286824,0.187187,0.080000,0.094291,0.307677,0.105569
