Date,P30:credit/compress,P30:credit/mild,P30:credit/severe,P30:interest_rate/bear_steepen,P30:interest_rate/bull_flatten,P30:liquidity/stress,P90:credit/compress,P90:credit/mild,P90:credit/severe,P90:interest_rate/bear_steepen,P90:interest_rate/bull_flatten,P90:liquidity/stress
2011-05-26,0.136224,0.052024,0.027411,0.076290,0.043593,0.116628,0.355530,0.148094,0.080000,0.211854,0.125160,0.310665
2011-05-27,0.135731,0.052211,0.027411,0.076226,0.043632,0.116491,0.354424,0.148598,0.080000,0.211689,0.125268,0.310342
2011-05-31,0.126344,0.056077,0.027411,0.077634,0.042786,0.119513,0.333160,0.158974,0.080000,0.215288,0.122944,0.317396
2011-06-01,0.120987,0.058584,0.027411,0.066644,0.050455,0.096664,0.320818,0.165657,0.080000,0.186902,0.143858,0.262863
2011-06-02,0.116569,0.060846,0.027411,0.076094,0.043713,0.116209,0.310526,0.171655,0.080000,0.211351,0.125490,0.309683
2011-06-03,0.110370,0.064362,0.027411,0.073195,0.045577,0.110079,0.295909,0.180926,0.080000,0.203904,0.130593,0.295219
2011-06-06,0.109553,0.064859,0.027411,0.074569,0.044673,0.112970,0.293967,0.182230,0.080000,0.207441,0.128122,0.302066
2011-06-07,0.107915,0.065880,0.027411,0.080413,0.041210,0.125565,0.290065,0.184907,0.080000,0.222361,0.118606,0.331375
2011-06-08,0.100075,0.071294,0.027411,0.075838,0.043871,0.115663,0.271182,0.198996,0.080000,0.210696,0.125924,0.308403
2011-06-09,0.099697,0.071579,0.027411,0.074335,0.044825,0.112475,0.270264,0.199733,0.080000,0.206838,0.128537,0.300896
2011-06-10,0.097446,0.073330,0.027411,0.074268,0.044868,0.112334,0.264777,0.204253,0.080000,0.206666,0.128656,0.300562
2011-06-13,0.093973,0.076219,0.027411,0.077057,0.043128,0.118273,0.256256,0.211673,0.080000,0.213816,0.123884,0.314508
2011-06-14,0.098955,0.072146,0.027411,0.086284,0.038248,0.138721,0.268459,0.201199,0.080000,0.237159,0.110412,0.361101
2011-06-15,0.088264,0.081534,0.027411,0.076729,0.043325,0.117569,0.242109,0.225201,0.080000,0.212978,0.124426,0.312864
2011-06-16,0.082120,0.088209,0.027411,0.069633,0.048103,0.102711,0.226682,0.241971,0.080000,0.194690,0.137478,0.277568
2011-06-17,0.082041,0.088303,0.027411,0.070868,0.047195,0.105245,0.226482,0.242205,0.080000,0.197892,0.135009,0.283671
2011-06-20,0.079484,0.091718,0.027411,0.075019,0.044386,0.113922,0.220000,0.250688,0.080000,0.208596,0.127334,0.304311
2011-06-21,0.080923,0.089645,0.027411,0.074873,0.044478,0.113614,0.223654,0.245547,0.080000,0.208222,0.127588,0.303583
2011-06-22,0.080012,0.090772,0.027411,0.079167,0.041901,0.122839,0.221343,0.248345,0.080000,0.219196,0.120511,0.325102
2011-06-23,0.079484,0.100693,0.027411,0.073210,0.045566,0.110111,0.220000,0.272683,0.080000,0.203944,0.130565,0.295295
2011-06-24,0.079484,0.105728,0.027411,0.066499,0.050575,0.096374,0.220000,0.284831,0.080000,0.186524,0.144182,0.262154
2011-06-27,0.079484,0.107610,0.027411,0.067718,0.049583,0.098824,0.220000,0.289336,0.080000,0.189708,0.141495,0.268138
2011-06-29,0.081297,0.089192,0.027411,0.086736,0.038038,0.139756,0.224600,0.244419,0.080000,0.238291,0.109829,0.363402
2011-06-30,0.089745,0.080082,0.027411,0.097231,0.033763,0.164668,0.245795,0.221519,0.080000,0.264250,0.097909,0.417122
2011-07-01,0.098011,0.072882,0.027411,0.095033,0.034573,0.159304,0.266157,0.203098,0.080000,0.258862,0.100176,0.405821
2011-07-05,0.094125,0.076088,0.027411,0.094576,0.034747,0.158199,0.256631,0.211336,0.080000,0.257739,0.100661,0.403476
2011-07-06,0.090350,0.079504,0.027411,0.088944,0.037047,0.144854,0.247298,0.220052,0.080000,0.243803,0.107074,0.374653
2011-07-07,0.099490,0.071737,0.027411,0.087008,0.037913,0.140380,0.269759,0.200141,0.080000,0.238971,0.109482,0.364786
2011-07-08,0.092237,0.077757,0.027411,0.078870,0.042070,0.122191,0.251972,0.215602,0.080000,0.218438,0.120975,0.323605
2011-07-11,0.082067,0.088272,0.027411,0.070236,0.047655,0.103947,0.226548,0.242128,0.080000,0.196256,0.136260,0.280549
2011-07-12,0.079484,0.094380,0.027411,0.067554,0.049714,0.098493,0.220000,0.257258,0.080000,0.189280,0.141851,0.267332
2011-07-13,0.079484,0.093386,0.027411,0.067486,0.049769,0.098355,0.220000,0.254810,0.080000,0.189102,0.142000,0.266996
2011-07-14,0.082100,0.088232,0.027411,0.074136,0.044954,0.112057,0.226633,0.242029,0.080000,0.206328,0.128890,0.299907
2011-07-15,0.079484,0.093549,0.027411,0.069915,0.047892,0.103289,0.220000,0.255212,0.080000,0.195423,0.136905,0.278962
2011-07-18,0.079484,0.097501,0.027411,0.069902,0.047902,0.103262,0.220000,0.264911,0.080000,0.195389,0.136932,0.278897
2011-07-19,0.079484,0.097897,0.027411,0.063518,0.053180,0.090475,0.220000,0.265878,0.080000,0.178708,0.151206,0.247610
2011-07-20,0.079484,0.094544,0.027411,0.068455,0.049003,0.100313,0.220000,0.257662,0.080000,0.191628,0.139922,0.271761
2011-07-21,0.081996,0.088356,0.027411,0.078152,0.042482,0.120634,0.226368,0.242337,0.080000,0.216611,0.122110,0.320000
2011-07-22,0.083802,0.086270,0.027411,0.072272,0.046205,0.108152,0.230926,0.237125,0.080000,0.201523,0.132309,0.290631
2011-07-25,0.084246,0.085773,0.027411,0.074956,0.044425,0.113790,0.232043,0.235880,0.080000,0.208435,0.127443,0.303998
2011-07-26,0.084972,0.084973,0.027411,0.070629,0.047368,0.104754,0.233868,0.233872,0.080000,0.197275,0.135478,0.282492
2011-07-27,0.085803,0.084076,0.027411,0.069137,0.048477,0.101699,0.235955,0.231616,0.080000,0.193402,0.138496,0.275122
2011-07-28,0.085322,0.084593,0.027411,0.067637,0.049648,0.098659,0.234747,0.232917,0.080000,0.189495,0.141672,0.267736
2011-07-29,0.079484,0.093389,0.027411,0.055743,0.061460,0.075667,0.220000,0.254817,0.080000,0.158081,0.173280,0.210257
2011-08-02,0.079484,0.119041,0.027411,0.043054,0.082482,0.053320,0.220000,0.316297,0.080000,0.123681,0.227598,0.151582
2011-08-03,0.079484,0.124420,0.027411,0.041319,0.086531,0.050445,0.220000,0.328745,0.080000,0.118905,0.237777,0.143828
2011-08-04,0.079484,0.167897,0.027411,0.033438,0.111315,0.037966,0.220000,0.423855,0.080000,0.096998,0.298151,0.109629
2011-08-05,0.079484,0.182115,0.027411,0.040324,0.089036,0.048816,0.220000,0.452887,0.080000,0.116159,0.244033,0.139416
2011-08-08,0.079484,0.415196,0.074949,0.029147,0.131828,0.031592,0.220000,0.800000,0.208415,0.084917,0.345640,0.091812
2011-08-09,0.079484,0.415196,0.122517,0.023221,0.176719,0.023324,0.220000,0.800000,0.324360,0.068059,0.441987,0.068353
2011-08-10,0.079484,0.415196,0.159537,0.021977,0.190341,0.021673,0.220000,0.800000,0.406315,0.064492,0.469231,0.063619
2011-08-11,0.079484,0.415196,0.230995,0.030140,0.126439,0.033039,0.220000,0.800000,0.545235,0.087723,0.333378,0.095879
2011-08-12,0.079484,0.415196,0.195978,0.024511,0.164531,0.025067,0.220000,0.800000,0.480239,0.071744,0.416836,0.073332
2011-08-15,0.079484,0.415196,0.166428,0.027403,0.142484,0.029092,0.220000,0.800000,0.420799,0.079977,0.369439,0.084761
2011-08-16,0.079484,0.415196,0.163928,0.023963,0.169498,0.024322,0.220000,0.800000,0.415572,0.070179,0.427176,0.071207
2011-08-17,0.079484,0.415196,0.155767,0.021897,0.191288,0.021568,0.220000,0.800000,0.398291,0.064263,0.471089,0.063318
2011-08-18,0.079484,0.415196,0.205513,0.018385,0.245131,0.017086,0.220000,0.800000,0.498513,0.054146,0.569855,0.050389
2011-08-19,0.079484,0.415196,0.232574,0.018345,0.245907,0.017038,0.220000,0.800000,0.548030,0.054033,0.571181,0.050248
2011-08-22,0.079484,0.415196,0.223144,0.019055,0.232569,0.017922,0.220000,0.800000,0.531163,0.056084,0.548021,0.052807
2011-08-23,0.079484,0.415196,0.263194,0.021047,0.201993,0.020459,0.220000,0.800000,0.600000,0.061820,0.491817,0.060129
2011-08-24,0.079484,0.415196,0.263194,0.026722,0.147127,0.028130,0.220000,0.800000,0.600000,0.078043,0.379627,0.082039
2011-08-25,0.079484,0.415196,0.263194,0.024557,0.164122,0.025131,0.220000,0.800000,0.600000,0.071877,0.415980,0.073513
2011-08-26,0.079484,0.415196,0.263194,0.023877,0.170299,0.024207,0.220000,0.800000,0.600000,0.069935,0.428832,0.070877
2011-08-30,0.079484,0.415196,0.202554,0.024129,0.167964,0.024547,0.220000,0.800000,0.492888,0.070653,0.423994,0.071849
2011-08-31,0.079484,0.415196,0.158086,0.026066,0.151893,0.027212,0.220000,0.800000,0.403236,0.076178,0.389969,0.079435
2011-09-01,0.079484,0.415196,0.142366,0.023272,0.176208,0.023392,0.220000,0.800000,0.369180,0.068203,0.440948,0.068546
2011-09-02,0.079484,0.415196,0.147269,0.018569,0.241543,0.017315,0.220000,0.800000,0.379937,0.054679,0.563691,0.051050
2011-09-06,0.079484,0.415196,0.169298,0.017343,0.267713,0.015809,0.220000,0.800000,0.426761,0.051131,0.607315,0.046682
2011-09-07,0.079484,0.415196,0.147138,0.019770,0.220560,0.018823,0.220000,0.800000,0.379650,0.058146,0.526469,0.055412
2011-09-08,0.079484,0.415196,0.141737,0.019048,0.232694,0.017913,0.220000,0.800000,0.367790,0.056063,0.548241,0.052782
2011-09-09,0.079484,0.415196,0.155724,0.017852,0.256152,0.016431,0.220000,0.800000,0.398198,0.052606,0.588421,0.048487
2011-09-12,0.079484,0.415196,0.184367,0.017300,0.268736,0.015757,0.220000,0.800000,0.457394,0.051006,0.608959,0.046531
2011-09-13,0.079484,0.415196,0.176019,0.019333,0.227756,0.018270,0.220000,0.800000,0.440562,0.056884,0.539464,0.053814
2011-09-14,0.079484,0.415196,0.158866,0.021152,0.200603,0.020595,0.220000,0.800000,0.404893,0.062123,0.489158,0.060522
2011-09-15,0.079484,0.415196,0.145258,0.022733,0.181829,0.022672,0.220000,0.800000,0.375539,0.066659,0.452314,0.066485
2011-09-16,0.079484,0.415196,0.132891,0.023635,0.172612,0.023880,0.220000,0.800000,0.348040,0.069244,0.433595,0.069944
2011-09-19,0.079484,0.415196,0.153153,0.020702,0.206687,0.020013,0.220000,0.800000,0.392685,0.060829,0.500732,0.058847
2011-09-20,0.079484,0.415196,0.143792,0.019686,0.221907,0.018716,0.220000,0.800000,0.372321,0.057903,0.528919,0.055104
2011-09-21,0.079484,0.415196,0.145015,0.017138,0.272661,0.015562,0.220000,0.800000,0.375007,0.050539,0.615222,0.045963
2011-09-22,0.079484,0.415196,0.229576,0.014030,0.295270,0.011924,0.220000,0.800000,0.542712,0.041503,0.650000,0.035346
2011-09-23,0.079484,0.415196,0.241842,0.016411,0.291975,0.014689,0.220000,0.800000,0.564209,0.048429,0.645068,0.043423
2011-09-26,0.079484,0.415196,0.220406,0.018075,0.251421,0.016704,0.220000,0.800000,0.526189,0.053250,0.580519,0.049280
2011-09-27,0.079484,0.415196,0.185825,0.020864,0.204457,0.020222,0.220000,0.800000,0.460300,0.061294,0.496510,0.059448
2011-09-28,0.079484,0.415196,0.189446,0.021397,0.197436,0.020914,0.220000,0.800000,0.467468,0.062828,0.483060,0.061440
2011-09-29,0.079484,0.415196,0.191045,0.020466,0.210024,0.019711,0.220000,0.800000,0.470612,0.060151,0.507007,0.057974
2011-09-30,0.079484,0.415196,0.219681,0.019388,0.226815,0.018340,0.220000,0.800000,0.524865,0.057044,0.537778,0.054016
2011-10-03,0.079484,0.415196,0.263194,0.016971,0.276857,0.015360,0.220000,0.800000,0.600000,0.050054,0.621843,0.045377
2011-10-05,0.079484,0.415196,0.263194,0.020472,0.209942,0.019718,0.220000,0.800000,0.600000,0.060167,0.506853,0.057995
2011-10-06,0.079484,0.415196,0.235954,0.022193,0.187828,0.021957,0.220000,0.800000,0.553975,0.065112,0.464273,0.064435
2011-10-07,0.079484,0.415196,0.181002,0.024969,0.160592,0.025695,0.220000,0.800000,0.450651,0.073053,0.408548,0.075120
2011-10-11,0.079484,0.415196,0.132819,0.027258,0.143449,0.028886,0.220000,0.800000,0.347876,0.079565,0.371566,0.084179
2011-10-12,0.079484,0.415196,0.103423,0.030940,0.122408,0.034217,0.220000,0.800000,0.279287,0.089978,0.324107,0.099180
2011-10-13,0.079484,0.415196,0.097353,0.029125,0.131954,0.031560,0.220000,0.800000,0.264549,0.084854,0.345923,0.091722
2011-10-14,0.079484,0.415196,0.083884,0.032542,0.115057,0.036609,0.220000,0.800000,0.231133,0.094483,0.306980,0.105857
2011-10-17,0.079484,0.415196,0.078853,0.029433,0.130227,0.032008,0.220000,0.800000,0.218395,0.085727,0.342012,0.092982
2011-10-18,0.079484,0.415196,0.076519,0.030005,0.127147,0.032841,0.220000,0.800000,0.212439,0.087341,0.334998,0.095323
2011-10-19,0.079484,0.396543,0.063756,0.029787,0.128306,0.032522,0.220000,0.780245,0.179333,0.086725,0.337643,0.094428
2011-10-20,0.079484,0.371802,0.060113,0.030751,0.123336,0.033938,0.220000,0.752092,0.169716,0.089446,0.326250,0.098399
2011-10-21,0.079484,0.319659,0.051823,0.031281,0.120768,0.034722,0.220000,0.685095,0.147551,0.090937,0.320311,0.100592
2011-10-24,0.079484,0.282253,0.045429,0.032220,0.116465,0.036124,0.220000,0.630244,0.130190,0.093578,0.310283,0.104506
2011-10-25,0.079484,0.270128,0.043290,0.029571,0.129471,0.032208,0.220000,0.611187,0.124330,0.086116,0.340296,0.093545
2011-10-26,0.079484,0.255576,0.040687,0.032501,0.115236,0.036547,0.220000,0.587464,0.117162,0.094367,0.307399,0.105683
2011-10-27,0.079484,0.194844,0.029531,0.040013,0.089848,0.048311,0.220000,0.478037,0.086002,0.115301,0.246050,0.138045
2011-10-28,0.079484,0.190876,0.028794,0.037596,0.096710,0.044429,0.220000,0.470281,0.083917,0.108600,0.262975,0.127454
2011-10-31,0.079484,0.215673,0.033393,0.031530,0.119595,0.035093,0.220000,0.517506,0.096870,0.091639,0.317587,0.101628
2011-11-01,0.079484,0.261864,0.041817,0.026620,0.147848,0.027987,0.220000,0.597831,0.120277,0.077753,0.381199,0.081633
2011-11-02,0.079484,0.250072,0.039693,0.027528,0.141664,0.029269,0.220000,0.578246,0.114415,0.080332,0.367628,0.085263
2011-11-03,0.079484,0.236773,0.037273,0.029524,0.129730,0.032139,0.220000,0.555408,0.107704,0.085983,0.340883,0.093352
2011-11-04,0.079484,0.238353,0.037562,0.029365,0.130606,0.031908,0.220000,0.558163,0.108507,0.085533,0.342873,0.092702
2011-11-07,0.079484,0.241545,0.038145,0.027821,0.139778,0.029686,0.220000,0.563697,0.110124,0.081162,0.363451,0.086440
2011-11-09,0.079484,0.275185,0.044186,0.027217,0.143723,0.028828,0.220000,0.619213,0.126787,0.079449,0.372170,0.084016
2011-11-10,0.079484,0.273491,0.043887,0.028802,0.133807,0.031093,0.220000,0.616537,0.125966,0.083942,0.350103,0.090410
2011-11-14,0.079484,0.272078,0.043636,0.029014,0.132581,0.031400,0.220000,0.614295,0.125280,0.084542,0.347341,0.091273
2011-11-15,0.079484,0.280445,0.045112,0.029216,0.131439,0.031692,0.220000,0.627444,0.129323,0.085112,0.344758,0.092094
2011-11-16,0.079484,0.292562,0.047224,0.027745,0.140260,0.029578,0.220000,0.645949,0.135087,0.080948,0.364521,0.086136
2011-11-17,0.079484,0.312137,0.050564,0.026103,0.151619,0.027263,0.220000,0.674534,0.144152,0.076282,0.389377,0.079580
2011-11-18,0.079484,0.310322,0.050258,0.027300,0.143167,0.028946,0.220000,0.671950,0.143325,0.079685,0.370946,0.084348
2011-11-21,0.079484,0.352891,0.057198,0.026935,0.145645,0.028430,0.220000,0.729023,0.161967,0.078647,0.376388,0.082887
2011-11-22,0.079484,0.392480,0.063172,0.026587,0.148083,0.027941,0.220000,0.775776,0.177795,0.077659,0.381711,0.081502
2011-11-23,0.079484,0.415196,0.067491,0.025389,0.157151,0.026272,0.220000,0.800000,0.189116,0.074248,0.401245,0.076764
2011-11-25,0.079484,0.402375,0.064586,0.027525,0.141687,0.029264,0.220000,0.786555,0.181513,0.080322,0.367679,0.085249
2011-11-28,0.079484,0.389735,0.062774,0.028412,0.136120,0.030531,0.220000,0.772723,0.176747,0.082837,0.355296,0.088826
2011-11-29,0.079484,0.385822,0.062202,0.029305,0.130937,0.031822,0.220000,0.768323,0.175239,0.085365,0.343623,0.092459
2011-11-30,0.079484,0.349884,0.056725,0.033018,0.113040,0.037328,0.220000,0.725227,0.160704,0.095819,0.302230,0.107856
2011-12-01,0.079484,0.323192,0.052409,0.033584,0.110728,0.038189,0.220000,0.689975,0.149130,0.097407,0.296759,0.110246
2011-12-02,0.079484,0.299844,0.048477,0.032302,0.116103,0.036248,0.220000,0.656770,0.138495,0.093808,0.309435,0.104849
2011-12-05,0.079484,0.274914,0.044138,0.031443,0.120001,0.034964,0.220000,0.618787,0.126656,0.091394,0.318530,0.101267
2011-12-06,0.079484,0.266320,0.042613,0.033831,0.109750,0.038565,0.220000,0.605071,0.122468,0.098098,0.294438,0.111290
2011-12-07,0.079484,0.266669,0.042675,0.032193,0.116582,0.036085,0.220000,0.605633,0.122639,0.093504,0.310557,0.104395
2011-12-08,0.079484,0.270701,0.043392,0.032045,0.117241,0.035863,0.220000,0.612103,0.124610,0.093088,0.312099,0.103777
2011-12-09,0.079484,0.267551,0.042832,0.035220,0.104552,0.040702,0.220000,0.607054,0.123071,0.101982,0.282006,0.117203
2011-12-13,0.079484,0.272470,0.043706,0.030824,0.122975,0.034046,0.220000,0.614919,0.125471,0.089652,0.325416,0.098701
2011-12-14,0.079484,0.274465,0.044059,0.029405,0.130385,0.031966,0.220000,0.618078,0.126439,0.085646,0.342371,0.092865
2011-12-15,0.079484,0.270220,0.043307,0.029321,0.130849,0.031845,0.220000,0.611335,0.124375,0.085410,0.343423,0.092524
2011-12-16,0.079484,0.269541,0.043186,0.028317,0.136695,0.030395,0.220000,0.610249,0.124044,0.082568,0.356584,0.088441
2011-12-19,0.079484,0.266346,0.042617,0.027376,0.142664,0.029053,0.220000,0.605112,0.122481,0.079900,0.369836,0.084652
2011-12-20,0.079484,0.254357,0.040467,0.030721,0.123485,0.033894,0.220000,0.585434,0.116555,0.089361,0.326592,0.098275
2011-12-21,0.079484,0.247756,0.039274,0.031604,0.119252,0.035203,0.220000,0.574327,0.113254,0.091846,0.316789,0.101935
2011-12-22,0.079484,0.237807,0.037463,0.031474,0.119857,0.035010,0.220000,0.557213,0.108230,0.091481,0.318195,0.101395
2011-12-27,0.079484,0.227830,0.035634,0.032891,0.113570,0.037137,0.220000,0.539596,0.103138,0.095464,0.303479,0.107323
2011-12-28,0.079484,0.223802,0.034893,0.030737,0.123409,0.033917,0.220000,0.532353,0.101068,0.089404,0.326417,0.098338
2011-12-29,0.079484,0.217388,0.033710,0.030309,0.125565,0.033288,0.220000,0.520666,0.097758,0.088200,0.331374,0.096575
2011-12-30,0.079484,0.214995,0.033267,0.030846,0.122867,0.034079,0.220000,0.516255,0.096519,0.089714,0.325167,0.098792
2012-01-03,0.079484,0.190024,0.028635,0.033133,0.112562,0.037503,0.220000,0.468606,0.083469,0.096142,0.301101,0.108342
2012-01-04,0.079484,0.184102,0.027535,0.035052,0.105154,0.040442,0.220000,0.456866,0.080352,0.101513,0.283452,0.116486
2012-01-05,0.079484,0.181446,0.027411,0.035230,0.104517,0.040717,0.220000,0.451544,0.080000,0.102009,0.281921,0.117246
2012-01-06,0.079484,0.178872,0.027411,0.034673,0.106539,0.039857,0.220000,0.446354,0.080000,0.100454,0.286775,0.114868
2012-01-09,0.079484,0.175882,0.027411,0.034488,0.107230,0.039572,0.220000,0.440284,0.080000,0.099936,0.288428,0.114079
2012-01-10,0.079484,0.168812,0.027411,0.036149,0.101339,0.042149,0.220000,0.425754,0.080000,0.104574,0.274250,0.121192
2012-01-11,0.079484,0.172040,0.027411,0.033757,0.110043,0.038451,0.220000,0.432419,0.080000,0.097890,0.295134,0.110976
2012-01-12,0.079484,0.166097,0.027411,0.035024,0.105255,0.040399,0.220000,0.420109,0.080000,0.101435,0.283696,0.116366
2012-01-13,0.079484,0.170682,0.027411,0.032723,0.114280,0.036883,0.220000,0.429621,0.080000,0.094992,0.305154,0.106617
2012-01-17,0.079484,0.164847,0.027411,0.033310,0.111835,0.037771,0.220000,0.417497,0.080000,0.096639,0.299382,0.109088
2012-01-18,0.079484,0.158845,0.027411,0.034197,0.108332,0.039125,0.220000,0.404847,0.080000,0.099122,0.291061,0.112842
2012-01-19,0.079484,0.146799,0.027411,0.036976,0.098640,0.043449,0.220000,0.378910,0.080000,0.106877,0.267690,0.124765
2012-01-20,0.079484,0.140896,0.027411,0.038729,0.093367,0.046238,0.220000,0.365930,0.080000,0.111746,0.254763,0.132399
2012-01-23,0.079484,0.133600,0.027411,0.040557,0.088436,0.049197,0.220000,0.349637,0.080000,0.116803,0.242538,0.140448
2012-01-24,0.079484,0.132056,0.027411,0.041135,0.086984,0.050142,0.220000,0.346154,0.080000,0.118397,0.238912,0.143009
2012-01-25,0.079484,0.130877,0.027411,0.039143,0.092203,0.046904,0.220000,0.343487,0.080000,0.112893,0.251887,0.134215
2012-01-26,0.079484,0.125758,0.027411,0.037261,0.097743,0.043899,0.220000,0.331818,0.080000,0.107670,0.265502,0.125999
2012-01-27,0.079484,0.124007,0.027411,0.036248,0.101008,0.042304,0.220000,0.327794,0.080000,0.104850,0.273447,0.121619
2012-01-30,0.079484,0.126169,0.027411,0.034170,0.108433,0.039084,0.220000,0.332761,0.080000,0.099048,0.291301,0.112730
2012-02-01,0.079484,0.120675,0.027411,0.034181,0.108391,0.039101,0.220000,0.320095,0.080000,0.099079,0.291201,0.112777
2012-02-02,0.079484,0.118733,0.027411,0.034000,0.109092,0.038823,0.220000,0.315580,0.080000,0.098570,0.292872,0.112005
2012-02-03,0.079484,0.110080,0.027411,0.038392,0.094337,0.045698,0.220000,0.295222,0.080000,0.110811,0.257153,0.130924
2012-02-06,0.079484,0.109441,0.027411,0.036557,0.099990,0.042789,0.220000,0.293701,0.080000,0.105710,0.270976,0.122951
2012-02-07,0.079484,0.105176,0.027411,0.039133,0.092231,0.046888,0.220000,0.283506,0.080000,0.112866,0.251957,0.134171
2012-02-08,0.079484,0.101354,0.027411,0.038800,0.093167,0.046351,0.220000,0.274284,0.080000,0.111941,0.254270,0.132707
2012-02-09,0.079484,0.098729,0.027411,0.040222,0.089301,0.048650,0.220000,0.267907,0.080000,0.115877,0.244691,0.138966
2012-02-10,0.079484,0.102287,0.027411,0.037072,0.098336,0.043600,0.220000,0.276542,0.080000,0.107144,0.266950,0.125180
2012-02-13,0.079484,0.099053,0.027411,0.037633,0.096597,0.044488,0.220000,0.268695,0.080000,0.108703,0.262701,0.127613
2012-02-15,0.079484,0.098400,0.027411,0.035634,0.103096,0.041345,0.220000,0.267105,0.080000,0.103137,0.278497,0.118977
2012-02-16,0.079484,0.098551,0.027411,0.038159,0.095019,0.045326,0.220000,0.267472,0.080000,0.110165,0.258829,0.129907
2012-02-17,0.079484,0.094492,0.027411,0.039140,0.092211,0.046899,0.220000,0.257533,0.080000,0.112885,0.251909,0.134202
2012-02-21,0.079484,0.091635,0.027411,0.040210,0.089332,0.048631,0.220000,0.250484,0.080000,0.115844,0.244769,0.138913
2012-02-22,0.079928,0.090877,0.027411,0.039493,0.091242,0.047468,0.221130,0.248607,0.080000,0.113861,0.249509,0.135752
2012-02-23,0.080976,0.089581,0.027411,0.037961,0.095608,0.045009,0.223789,0.245386,0.080000,0.109614,0.260275,0.129042
2012-02-24,0.084413,0.085587,0.027411,0.037703,0.096385,0.044599,0.232465,0.235413,0.080000,0.108897,0.262180,0.127918
2012-02-27,0.083824,0.086245,0.027411,0.035872,0.102277,0.041716,0.230982,0.237061,0.080000,0.103801,0.276520,0.119999
2012-02-28,0.086095,0.083766,0.027411,0.036818,0.099145,0.043199,0.236686,0.230836,0.080000,0.106437,0.268920,0.124080
2012-02-29,0.088831,0.080972,0.027411,0.038612,0.093701,0.046051,0.243521,0.223777,0.080000,0.111422,0.255586,0.131888
2012-03-01,0.091224,0.078685,0.027411,0.040936,0.087478,0.049816,0.249465,0.217967,0.080000,0.117849,0.240147,0.142127
2012-03-02,0.091386,0.078534,0.027411,0.040198,0.089362,0.048612,0.249868,0.217584,0.080000,0.115812,0.244844,0.138862
2012-03-05,0.090685,0.079188,0.027411,0.039478,0.091281,0.047445,0.248129,0.219248,0.080000,0.113821,0.249607,0.135688
2012-03-06,0.083790,0.086283,0.027411,0.038355,0.094446,0.045638,0.230896,0.237158,0.080000,0.110707,0.257420,0.130761
2012-03-07,0.085527,0.084372,0.027411,0.039361,0.091602,0.047255,0.235261,0.232362,0.080000,0.113496,0.250401,0.135172
2012-03-08,0.087935,0.081866,0.027411,0.040835,0.087732,0.049651,0.241286,0.226039,0.080000,0.117570,0.240780,0.141679
2012-03-09,0.089277,0.080535,0.027411,0.040983,0.087361,0.049893,0.244632,0.222669,0.080000,0.117978,0.239854,0.142336
2012-03-12,0.090891,0.078994,0.027411,0.041129,0.086999,0.050132,0.248641,0.218755,0.080000,0.118381,0.238948,0.142983
2012-03-13,0.094682,0.075610,0.027411,0.045101,0.078167,0.056768,0.258001,0.210112,0.080000,0.129292,0.216650,0.160820
2012-03-14,0.101432,0.070289,0.027411,0.050598,0.068539,0.066330,0.274474,0.196394,0.080000,0.144243,0.191847,0.186082
2012-03-15,0.101454,0.070273,0.027411,0.052492,0.065750,0.069724,0.274528,0.196352,0.080000,0.149355,0.184565,0.194926
2012-03-16,0.103575,0.068763,0.027411,0.053850,0.063888,0.072187,0.279654,0.192429,0.080000,0.153006,0.179678,0.201305
2012-03-19,0.106656,0.066689,0.027411,0.057836,0.058986,0.079569,0.287055,0.187022,0.080000,0.163665,0.166724,0.220218
2012-03-21,0.106471,0.066810,0.027411,0.053050,0.064972,0.070732,0.286613,0.187337,0.080000,0.150855,0.182527,0.197541
2012-03-22,0.103597,0.068748,0.027411,0.053200,0.064765,0.071006,0.279706,0.192390,0.080000,0.151261,0.181983,0.198250
2012-03-23,0.103452,0.068849,0.027411,0.050945,0.068010,0.066948,0.279356,0.192652,0.080000,0.145182,0.190468,0.187699
2012-03-26,0.104442,0.068165,0.027411,0.052302,0.066019,0.069381,0.281742,0.190873,0.080000,0.148844,0.185270,0.194036
2012-03-27,0.104319,0.068250,0.027411,0.050655,0.068453,0.066430,0.281445,0.191093,0.080000,0.144396,0.191621,0.186345
2012-03-28,0.103977,0.068485,0.027411,0.050808,0.068219,0.066703,0.280620,0.191706,0.080000,0.144810,0.191013,0.187057
2012-03-29,0.101079,0.070547,0.027411,0.049774,0.069829,0.064868,0.273619,0.197063,0.080000,0.142012,0.195199,0.182254
2012-03-30,0.104277,0.068278,0.027411,0.052980,0.065069,0.070606,0.281345,0.191167,0.080000,0.150668,0.182779,0.197214
2012-04-02,0.104001,0.068468,0.027411,0.052647,0.065532,0.070003,0.280679,0.191662,0.080000,0.149772,0.183995,0.195651
2012-04-03,0.106804,0.066593,0.027411,0.056105,0.061018,0.076337,0.287409,0.186771,0.080000,0.159048,0.172110,0.211973
2012-04-04,0.103210,0.069018,0.027411,0.053604,0.064217,0.071739,0.278771,0.193093,0.080000,0.152346,0.180544,0.200147
2012-04-05,0.100325,0.071106,0.027411,0.049972,0.069514,0.065219,0.271789,0.198511,0.080000,0.142549,0.194382,0.183173
